"doi","measure","count","tweet"
"10.1097/ACM.0000000000000674","thirty_hft",6,1
"10.1097/ACM.0000000000000675","thirty_hft",26,1
"10.1097/ACM.0000000000000679","thirty_hft",12,1
"10.1097/ACM.0000000000000680","thirty_hft",5,1
"10.1097/ACM.0000000000000681","thirty_hft",4,1
"10.1097/ACM.0000000000000683","thirty_hft",3,1
"10.1097/ACM.0000000000000685","thirty_hft",3,1
"10.1097/ACM.0000000000000686","thirty_hft",0,1
"10.1097/ACM.0000000000000701","thirty_hft",4,1
"10.1097/ACM.0000000000000704","thirty_hft",2,1
"10.1097/ACM.0000000000000705","thirty_hft",2,1
"10.1097/ACM.0000000000000714","thirty_hft",21,1
"10.1097/ACM.0000000000000716","thirty_hft",4,1
"10.1097/ACM.0000000000000718","thirty_hft",9,1
"10.1097/ACM.0000000000000719","thirty_hft",24,1
"10.1097/ACM.0000000000000734","thirty_hft",92,1
"10.1097/ACM.0000000000000736","thirty_hft",6,1
"10.1097/ACM.0000000000000755","thirty_hft",1,1
"10.1097/ACM.0000000000000763","thirty_hft",6,1
"10.1097/ACM.0000000000000766","thirty_hft",3,1
"10.1097/ACM.0000000000000768","thirty_hft",2,1
"10.1097/ACM.0000000000000773","thirty_hft",4,1
"10.1097/ACM.0000000000000777","thirty_hft",16,1
"10.1097/ACM.0000000000000779","thirty_hft",5,1
"10.1097/ACM.0000000000000786","thirty_hft",17,1
"10.1097/ACM.0000000000000792","thirty_hft",4,1
"10.1097/ACM.0000000000000794","thirty_hft",5,1
"10.1097/ACM.0000000000000801","thirty_hft",17,1
"10.1097/ACM.0000000000000803","thirty_hft",12,1
"10.1097/ACM.0000000000000806","thirty_hft",2,1
"10.1097/ACM.0000000000000809","thirty_hft",42,1
"10.1097/ACM.0000000000000822","thirty_hft",15,1
"10.1097/ACM.0000000000000828","thirty_hft",2,1
"10.1097/ACM.0000000000000829","thirty_hft",2,1
"10.1097/ACM.0000000000000842","thirty_hft",6,1
"10.1097/ACM.0000000000000846","thirty_hft",0,1
"10.1097/ACM.0000000000000857","thirty_hft",1,1
"10.1097/ACM.0000000000000860","thirty_hft",3,1
"10.1097/ACM.0000000000000873","thirty_hft",2,1
"10.1097/ACM.0000000000000887","thirty_hft",17,1
"10.1097/ACM.0000000000000921","thirty_hft",5,1
"10.1097/ACM.0000000000000933","thirty_hft",6,1
"10.1097/ACM.0000000000000939","thirty_hft",45,1
"10.1097/ACM.0000000000000954","thirty_hft",2,1
"10.1097/ACM.0000000000000960","thirty_hft",6,1
"10.1097/ACM.0000000000000970","thirty_hft",6,1
"10.1097/ACM.0000000000000437","one_ftv",0,1
"10.1097/ACM.0000000000000440","one_ftv",0,1
"10.1097/ACM.0000000000000449","one_ftv",1,1
"10.1097/ACM.0000000000000465","one_ftv",0,1
"10.1097/ACM.0000000000000499","one_ftv",1,1
"10.1097/ACM.0000000000000506","one_ftv",0,1
"10.1097/ACM.0000000000000521","one_ftv",0,1
"10.1097/ACM.0000000000000522","one_ftv",1,1
"10.1097/ACM.0000000000000524","one_ftv",0,1
"10.1097/ACM.0000000000000525","one_ftv",0,1
"10.1097/ACM.0000000000000528","one_ftv",0,1
"10.1097/ACM.0000000000000529","one_ftv",1,1
"10.1097/ACM.0000000000000535","one_ftv",0,1
"10.1097/ACM.0000000000000541","one_ftv",0,1
"10.1097/ACM.0000000000000543","one_ftv",0,1
"10.1097/ACM.0000000000000547","one_ftv",0,1
"10.1097/ACM.0000000000000550","one_ftv",0,1
"10.1097/ACM.0000000000000551","one_ftv",0,1
"10.1097/ACM.0000000000000553","one_ftv",0,1
"10.1097/ACM.0000000000000562","one_ftv",0,1
"10.1097/ACM.0000000000000564","one_ftv",4,1
"10.1097/ACM.0000000000000578","one_ftv",0,1
"10.1097/ACM.0000000000000579","one_ftv",0,1
"10.1097/ACM.0000000000000581","one_ftv",1,1
"10.1097/ACM.0000000000000583","one_ftv",0,1
"10.1097/ACM.0000000000000586","one_ftv",3,1
"10.1097/ACM.0000000000000588","one_ftv",0,1
"10.1097/ACM.0000000000000590","one_ftv",1,1
"10.1097/ACM.0000000000000591","one_ftv",0,1
"10.1097/ACM.0000000000000592","one_ftv",3,1
"10.1097/ACM.0000000000000594","one_ftv",1,1
"10.1097/ACM.0000000000000606","one_ftv",0,1
"10.1097/ACM.0000000000000610","one_ftv",5,1
"10.1097/ACM.0000000000000612","one_ftv",0,1
"10.1097/ACM.0000000000000616","one_ftv",0,1
"10.1097/ACM.0000000000000617","one_ftv",0,1
"10.1097/ACM.0000000000000619","one_ftv",4,1
"10.1097/ACM.0000000000000631","one_ftv",0,1
"10.1097/ACM.0000000000000632","one_ftv",0,1
"10.1097/ACM.0000000000000633","one_ftv",0,1
"10.1097/ACM.0000000000000640","one_ftv",1,1
"10.1097/ACM.0000000000000646","one_ftv",31,1
"10.1097/ACM.0000000000000648","one_ftv",0,1
"10.1097/ACM.0000000000000649","one_ftv",2,1
"10.1097/ACM.0000000000000650","one_ftv",0,1
"10.1097/ACM.0000000000000655","one_ftv",1,1
"10.1097/ACM.0000000000000658","one_ftv",0,1
"10.1097/ACM.0000000000000661","one_ftv",3,1
"10.1097/ACM.0000000000000674","one_ftv",0,1
"10.1097/ACM.0000000000000675","one_ftv",1,1
"10.1097/ACM.0000000000000679","one_ftv",2,1
"10.1097/ACM.0000000000000680","one_ftv",0,1
"10.1097/ACM.0000000000000681","one_ftv",0,1
"10.1097/ACM.0000000000000683","one_ftv",0,1
"10.1097/ACM.0000000000000685","one_ftv",0,1
"10.1097/ACM.0000000000000686","one_ftv",0,1
"10.1097/ACM.0000000000000701","one_ftv",2,1
"10.1097/ACM.0000000000000704","one_ftv",0,1
"10.1097/ACM.0000000000000705","one_ftv",0,1
"10.1097/ACM.0000000000000714","one_ftv",2,1
"10.1097/ACM.0000000000000716","one_ftv",1,1
"10.1097/ACM.0000000000000718","one_ftv",0,1
"10.1097/ACM.0000000000000719","one_ftv",0,1
"10.1097/ACM.0000000000000734","one_ftv",10,1
"10.1097/ACM.0000000000000736","one_ftv",0,1
"10.1097/ACM.0000000000000755","one_ftv",0,1
"10.1097/ACM.0000000000000763","one_ftv",0,1
"10.1097/ACM.0000000000000766","one_ftv",0,1
"10.1097/ACM.0000000000000768","one_ftv",0,1
"10.1097/ACM.0000000000000773","one_ftv",0,1
"10.1097/ACM.0000000000000777","one_ftv",5,1
"10.1097/ACM.0000000000000779","one_ftv",1,1
"10.1097/ACM.0000000000000786","one_ftv",2,1
"10.1097/ACM.0000000000000792","one_ftv",1,1
"10.1097/ACM.0000000000000794","one_ftv",1,1
"10.1097/ACM.0000000000000801","one_ftv",3,1
"10.1097/ACM.0000000000000803","one_ftv",0,1
"10.1097/ACM.0000000000000806","one_ftv",0,1
"10.1097/ACM.0000000000000809","one_ftv",4,1
"10.1097/ACM.0000000000000822","one_ftv",3,1
"10.1097/ACM.0000000000000828","one_ftv",0,1
"10.1097/ACM.0000000000000829","one_ftv",0,1
"10.1097/ACM.0000000000000842","one_ftv",0,1
"10.1097/ACM.0000000000000846","one_ftv",0,1
"10.1097/ACM.0000000000000857","one_ftv",0,1
"10.1097/ACM.0000000000000860","one_ftv",0,1
"10.1097/ACM.0000000000000873","one_ftv",0,1
"10.1097/ACM.0000000000000887","one_ftv",2,1
"10.1097/ACM.0000000000000921","one_ftv",0,1
"10.1097/ACM.0000000000000933","one_ftv",0,1
"10.1097/ACM.0000000000000939","one_ftv",7,1
"10.1097/ACM.0000000000000954","one_ftv",0,1
"10.1097/ACM.0000000000000960","one_ftv",2,1
"10.1097/ACM.0000000000000970","one_ftv",0,1
"10.1097/ACM.0000000000000437","seven_ftv",2,1
"10.1097/ACM.0000000000000440","seven_ftv",0,1
"10.1097/ACM.0000000000000449","seven_ftv",8,1
"10.1097/ACM.0000000000000465","seven_ftv",1,1
"10.1097/ACM.0000000000000499","seven_ftv",4,1
"10.1097/ACM.0000000000000506","seven_ftv",6,1
"10.1097/ACM.0000000000000521","seven_ftv",1,1
"10.1097/ACM.0000000000000522","seven_ftv",2,1
"10.1097/ACM.0000000000000524","seven_ftv",1,1
"10.1097/ACM.0000000000000525","seven_ftv",0,1
"10.1097/ACM.0000000000000528","seven_ftv",0,1
"10.1097/ACM.0000000000000529","seven_ftv",6,1
"10.1097/ACM.0000000000000535","seven_ftv",1,1
"10.1097/ACM.0000000000000541","seven_ftv",0,1
"10.1097/ACM.0000000000000543","seven_ftv",1,1
"10.1097/ACM.0000000000000547","seven_ftv",1,1
"10.1097/ACM.0000000000000550","seven_ftv",1,1
"10.1097/ACM.0000000000000551","seven_ftv",2,1
"10.1097/ACM.0000000000000553","seven_ftv",0,1
"10.1097/ACM.0000000000000562","seven_ftv",1,1
"10.1097/ACM.0000000000000564","seven_ftv",5,1
"10.1097/ACM.0000000000000578","seven_ftv",1,1
"10.1097/ACM.0000000000000579","seven_ftv",1,1
"10.1097/ACM.0000000000000581","seven_ftv",3,1
"10.1097/ACM.0000000000000583","seven_ftv",2,1
"10.1097/ACM.0000000000000586","seven_ftv",12,1
"10.1097/ACM.0000000000000588","seven_ftv",1,1
"10.1097/ACM.0000000000000590","seven_ftv",2,1
"10.1097/ACM.0000000000000591","seven_ftv",1,1
"10.1097/ACM.0000000000000592","seven_ftv",9,1
"10.1097/ACM.0000000000000594","seven_ftv",1,1
"10.1097/ACM.0000000000000606","seven_ftv",2,1
"10.1097/ACM.0000000000000610","seven_ftv",15,1
"10.1097/ACM.0000000000000612","seven_ftv",1,1
"10.1097/ACM.0000000000000616","seven_ftv",2,1
"10.1097/ACM.0000000000000617","seven_ftv",0,1
"10.1097/ACM.0000000000000619","seven_ftv",5,1
"10.1097/ACM.0000000000000631","seven_ftv",0,1
"10.1097/ACM.0000000000000632","seven_ftv",0,1
"10.1097/ACM.0000000000000633","seven_ftv",1,1
"10.1097/ACM.0000000000000640","seven_ftv",2,1
"10.1097/ACM.0000000000000646","seven_ftv",79,1
"10.1097/ACM.0000000000000648","seven_ftv",0,1
"10.1097/ACM.0000000000000649","seven_ftv",2,1
"10.1097/ACM.0000000000000650","seven_ftv",1,1
"10.1097/ACM.0000000000000655","seven_ftv",8,1
"10.1097/ACM.0000000000000658","seven_ftv",0,1
"10.1097/ACM.0000000000000661","seven_ftv",15,1
"10.1097/ACM.0000000000000674","seven_ftv",1,1
"10.1097/ACM.0000000000000675","seven_ftv",2,1
"10.1097/ACM.0000000000000679","seven_ftv",4,1
"10.1097/ACM.0000000000000680","seven_ftv",0,1
"10.1097/ACM.0000000000000681","seven_ftv",3,1
"10.1097/ACM.0000000000000683","seven_ftv",1,1
"10.1097/ACM.0000000000000685","seven_ftv",1,1
"10.1097/ACM.0000000000000686","seven_ftv",0,1
"10.1097/ACM.0000000000000701","seven_ftv",2,1
"10.1097/ACM.0000000000000704","seven_ftv",0,1
"10.1097/ACM.0000000000000705","seven_ftv",0,1
"10.1097/ACM.0000000000000714","seven_ftv",3,1
"10.1097/ACM.0000000000000716","seven_ftv",2,1
"10.1097/ACM.0000000000000718","seven_ftv",4,1
"10.1097/ACM.0000000000000719","seven_ftv",6,1
"10.1097/ACM.0000000000000734","seven_ftv",23,1
"10.1097/ACM.0000000000000736","seven_ftv",4,1
"10.1097/ACM.0000000000000755","seven_ftv",0,1
"10.1097/ACM.0000000000000763","seven_ftv",0,1
"10.1097/ACM.0000000000000766","seven_ftv",0,1
"10.1097/ACM.0000000000000768","seven_ftv",0,1
"10.1097/ACM.0000000000000773","seven_ftv",0,1
"10.1097/ACM.0000000000000777","seven_ftv",5,1
"10.1097/ACM.0000000000000779","seven_ftv",5,1
"10.1097/ACM.0000000000000786","seven_ftv",10,1
"10.1097/ACM.0000000000000792","seven_ftv",2,1
"10.1097/ACM.0000000000000794","seven_ftv",3,1
"10.1097/ACM.0000000000000801","seven_ftv",15,1
"10.1097/ACM.0000000000000803","seven_ftv",7,1
"10.1097/ACM.0000000000000806","seven_ftv",0,1
"10.1097/ACM.0000000000000809","seven_ftv",19,1
"10.1097/ACM.0000000000000822","seven_ftv",6,1
"10.1097/ACM.0000000000000828","seven_ftv",0,1
"10.1097/ACM.0000000000000829","seven_ftv",1,1
"10.1097/ACM.0000000000000842","seven_ftv",5,1
"10.1097/ACM.0000000000000846","seven_ftv",0,1
"10.1097/ACM.0000000000000857","seven_ftv",0,1
"10.1097/ACM.0000000000000860","seven_ftv",0,1
"10.1097/ACM.0000000000000873","seven_ftv",0,1
"10.1097/ACM.0000000000000887","seven_ftv",2,1
"10.1097/ACM.0000000000000921","seven_ftv",5,1
"10.1097/ACM.0000000000000933","seven_ftv",1,1
"10.1097/ACM.0000000000000939","seven_ftv",12,1
"10.1097/ACM.0000000000000954","seven_ftv",0,1
"10.1097/ACM.0000000000000960","seven_ftv",5,1
"10.1097/ACM.0000000000000970","seven_ftv",3,1
"10.1097/ACM.0000000000000437","thirty_ftv",12,1
"10.1097/ACM.0000000000000440","thirty_ftv",0,1
"10.1097/ACM.0000000000000449","thirty_ftv",35,1
"10.1097/ACM.0000000000000465","thirty_ftv",7,1
"10.1097/ACM.0000000000000499","thirty_ftv",16,1
"10.1097/ACM.0000000000000506","thirty_ftv",10,1
"10.1097/ACM.0000000000000521","thirty_ftv",2,1
"10.1097/ACM.0000000000000522","thirty_ftv",14,1
"10.1097/ACM.0000000000000524","thirty_ftv",1,1
"10.1097/ACM.0000000000000525","thirty_ftv",2,1
"10.1097/ACM.0000000000000528","thirty_ftv",2,1
"10.1097/ACM.0000000000000529","thirty_ftv",27,1
"10.1097/ACM.0000000000000535","thirty_ftv",3,1
"10.1097/ACM.0000000000000541","thirty_ftv",3,1
"10.1097/ACM.0000000000000543","thirty_ftv",8,1
"10.1097/ACM.0000000000000547","thirty_ftv",4,1
"10.1097/ACM.0000000000000550","thirty_ftv",2,1
"10.1097/ACM.0000000000000551","thirty_ftv",2,1
"10.1097/ACM.0000000000000553","thirty_ftv",0,1
"10.1097/ACM.0000000000000562","thirty_ftv",2,1
"10.1097/ACM.0000000000000564","thirty_ftv",11,1
"10.1097/ACM.0000000000000578","thirty_ftv",10,1
"10.1097/ACM.0000000000000579","thirty_ftv",9,1
"10.1097/ACM.0000000000000581","thirty_ftv",11,1
"10.1097/ACM.0000000000000583","thirty_ftv",4,1
"10.1097/ACM.0000000000000586","thirty_ftv",42,1
"10.1097/ACM.0000000000000588","thirty_ftv",4,1
"10.1097/ACM.0000000000000590","thirty_ftv",2,1
"10.1097/ACM.0000000000000591","thirty_ftv",9,1
"10.1097/ACM.0000000000000592","thirty_ftv",24,1
"10.1097/ACM.0000000000000594","thirty_ftv",13,1
"10.1097/ACM.0000000000000606","thirty_ftv",8,1
"10.1097/ACM.0000000000000610","thirty_ftv",58,1
"10.1097/ACM.0000000000000612","thirty_ftv",3,1
"10.1097/ACM.0000000000000616","thirty_ftv",10,1
"10.1097/ACM.0000000000000617","thirty_ftv",0,1
"10.1097/ACM.0000000000000619","thirty_ftv",8,1
"10.1097/ACM.0000000000000631","thirty_ftv",7,1
"10.1097/ACM.0000000000000632","thirty_ftv",3,1
"10.1097/ACM.0000000000000633","thirty_ftv",15,1
"10.1097/ACM.0000000000000640","thirty_ftv",2,1
"10.1097/ACM.0000000000000646","thirty_ftv",651,1
"10.1097/ACM.0000000000000648","thirty_ftv",1,1
"10.1097/ACM.0000000000000649","thirty_ftv",11,1
"10.1097/ACM.0000000000000650","thirty_ftv",3,1
"10.1097/ACM.0000000000000655","thirty_ftv",26,1
"10.1097/ACM.0000000000000658","thirty_ftv",1,1
"10.1097/ACM.0000000000000661","thirty_ftv",16,1
"10.1097/ACM.0000000000000674","thirty_ftv",13,1
"10.1097/ACM.0000000000000675","thirty_ftv",26,1
"10.1097/ACM.0000000000000679","thirty_ftv",20,1
"10.1097/ACM.0000000000000680","thirty_ftv",7,1
"10.1097/ACM.0000000000000681","thirty_ftv",16,1
"10.1097/ACM.0000000000000683","thirty_ftv",8,1
"10.1097/ACM.0000000000000685","thirty_ftv",5,1
"10.1097/ACM.0000000000000686","thirty_ftv",1,1
"10.1097/ACM.0000000000000701","thirty_ftv",4,1
"10.1097/ACM.0000000000000704","thirty_ftv",4,1
"10.1097/ACM.0000000000000705","thirty_ftv",2,1
"10.1097/ACM.0000000000000714","thirty_ftv",24,1
"10.1097/ACM.0000000000000716","thirty_ftv",9,1
"10.1097/ACM.0000000000000718","thirty_ftv",12,1
"10.1097/ACM.0000000000000719","thirty_ftv",60,1
"10.1097/ACM.0000000000000734","thirty_ftv",119,1
"10.1097/ACM.0000000000000736","thirty_ftv",10,1
"10.1097/ACM.0000000000000755","thirty_ftv",2,1
"10.1097/ACM.0000000000000763","thirty_ftv",6,1
"10.1097/ACM.0000000000000766","thirty_ftv",4,1
"10.1097/ACM.0000000000000768","thirty_ftv",3,1
"10.1097/ACM.0000000000000773","thirty_ftv",5,1
"10.1097/ACM.0000000000000777","thirty_ftv",19,1
"10.1097/ACM.0000000000000779","thirty_ftv",18,1
"10.1097/ACM.0000000000000786","thirty_ftv",36,1
"10.1097/ACM.0000000000000792","thirty_ftv",9,1
"10.1097/ACM.0000000000000794","thirty_ftv",5,1
"10.1097/ACM.0000000000000801","thirty_ftv",27,1
"10.1097/ACM.0000000000000803","thirty_ftv",14,1
"10.1097/ACM.0000000000000806","thirty_ftv",3,1
"10.1097/ACM.0000000000000809","thirty_ftv",61,1
"10.1097/ACM.0000000000000822","thirty_ftv",19,1
"10.1097/ACM.0000000000000828","thirty_ftv",5,1
"10.1097/ACM.0000000000000829","thirty_ftv",3,1
"10.1097/ACM.0000000000000842","thirty_ftv",23,1
"10.1097/ACM.0000000000000846","thirty_ftv",0,1
"10.1097/ACM.0000000000000857","thirty_ftv",2,1
"10.1097/ACM.0000000000000860","thirty_ftv",3,1
"10.1097/ACM.0000000000000873","thirty_ftv",4,1
"10.1097/ACM.0000000000000887","thirty_ftv",26,1
"10.1097/ACM.0000000000000921","thirty_ftv",13,1
"10.1097/ACM.0000000000000933","thirty_ftv",9,1
"10.1097/ACM.0000000000000939","thirty_ftv",74,1
"10.1097/ACM.0000000000000954","thirty_ftv",2,1
"10.1097/ACM.0000000000000960","thirty_ftv",10,1
"10.1097/ACM.0000000000000970","thirty_ftv",9,1
"10.1097/ACM.0000000000000437","one_pfv",0,1
"10.1097/ACM.0000000000000440","one_pfv",0,1
"10.1097/ACM.0000000000000449","one_pfv",1,1
"10.1097/ACM.0000000000000465","one_pfv",0,1
"10.1097/ACM.0000000000000499","one_pfv",0,1
"10.1097/ACM.0000000000000506","one_pfv",0,1
"10.1097/ACM.0000000000000521","one_pfv",0,1
"10.1097/ACM.0000000000000522","one_pfv",0,1
"10.1097/ACM.0000000000000524","one_pfv",0,1
"10.1097/ACM.0000000000000525","one_pfv",0,1
"10.1097/ACM.0000000000000528","one_pfv",0,1
"10.1097/ACM.0000000000000529","one_pfv",0,1
"10.1097/ACM.0000000000000535","one_pfv",0,1
"10.1097/ACM.0000000000000541","one_pfv",0,1
"10.1097/ACM.0000000000000543","one_pfv",0,1
"10.1097/ACM.0000000000000547","one_pfv",0,1
"10.1097/ACM.0000000000000550","one_pfv",0,1
"10.1097/ACM.0000000000000551","one_pfv",0,1
"10.1097/ACM.0000000000000553","one_pfv",0,1
"10.1097/ACM.0000000000000562","one_pfv",0,1
"10.1097/ACM.0000000000000564","one_pfv",3,1
"10.1097/ACM.0000000000000578","one_pfv",0,1
"10.1097/ACM.0000000000000579","one_pfv",0,1
"10.1097/ACM.0000000000000581","one_pfv",1,1
"10.1097/ACM.0000000000000583","one_pfv",0,1
"10.1097/ACM.0000000000000586","one_pfv",2,1
"10.1097/ACM.0000000000000588","one_pfv",0,1
"10.1097/ACM.0000000000000590","one_pfv",0,1
"10.1097/ACM.0000000000000591","one_pfv",0,1
"10.1097/ACM.0000000000000592","one_pfv",2,1
"10.1097/ACM.0000000000000594","one_pfv",0,1
"10.1097/ACM.0000000000000606","one_pfv",0,1
"10.1097/ACM.0000000000000610","one_pfv",0,1
"10.1097/ACM.0000000000000612","one_pfv",0,1
"10.1097/ACM.0000000000000616","one_pfv",0,1
"10.1097/ACM.0000000000000617","one_pfv",0,1
"10.1097/ACM.0000000000000619","one_pfv",2,1
"10.1097/ACM.0000000000000631","one_pfv",0,1
"10.1097/ACM.0000000000000632","one_pfv",0,1
"10.1097/ACM.0000000000000633","one_pfv",0,1
"10.1097/ACM.0000000000000640","one_pfv",0,1
"10.1097/ACM.0000000000000646","one_pfv",1,1
"10.1097/ACM.0000000000000648","one_pfv",0,1
"10.1097/ACM.0000000000000649","one_pfv",1,1
"10.1097/ACM.0000000000000650","one_pfv",0,1
"10.1097/ACM.0000000000000655","one_pfv",1,1
"10.1097/ACM.0000000000000658","one_pfv",0,1
"10.1097/ACM.0000000000000661","one_pfv",2,1
"10.1097/ACM.0000000000000674","one_pfv",0,1
"10.1097/ACM.0000000000000675","one_pfv",0,1
"10.1097/ACM.0000000000000679","one_pfv",0,1
"10.1097/ACM.0000000000000680","one_pfv",0,1
"10.1097/ACM.0000000000000681","one_pfv",0,1
"10.1097/ACM.0000000000000683","one_pfv",0,1
"10.1097/ACM.0000000000000685","one_pfv",0,1
"10.1097/ACM.0000000000000686","one_pfv",0,1
"10.1097/ACM.0000000000000701","one_pfv",0,1
"10.1097/ACM.0000000000000704","one_pfv",0,1
"10.1097/ACM.0000000000000705","one_pfv",0,1
"10.1097/ACM.0000000000000714","one_pfv",0,1
"10.1097/ACM.0000000000000716","one_pfv",0,1
"10.1097/ACM.0000000000000718","one_pfv",0,1
"10.1097/ACM.0000000000000719","one_pfv",0,1
"10.1097/ACM.0000000000000734","one_pfv",4,1
"10.1097/ACM.0000000000000736","one_pfv",0,1
"10.1097/ACM.0000000000000755","one_pfv",0,1
"10.1097/ACM.0000000000000763","one_pfv",0,1
"10.1097/ACM.0000000000000766","one_pfv",0,1
"10.1097/ACM.0000000000000768","one_pfv",0,1
"10.1097/ACM.0000000000000773","one_pfv",0,1
"10.1097/ACM.0000000000000777","one_pfv",1,1
"10.1097/ACM.0000000000000779","one_pfv",0,1
"10.1097/ACM.0000000000000786","one_pfv",0,1
"10.1097/ACM.0000000000000792","one_pfv",0,1
"10.1097/ACM.0000000000000794","one_pfv",0,1
"10.1097/ACM.0000000000000801","one_pfv",1,1
"10.1097/ACM.0000000000000803","one_pfv",0,1
"10.1097/ACM.0000000000000806","one_pfv",0,1
"10.1097/ACM.0000000000000809","one_pfv",1,1
"10.1097/ACM.0000000000000822","one_pfv",0,1
"10.1097/ACM.0000000000000828","one_pfv",0,1
"10.1097/ACM.0000000000000829","one_pfv",0,1
"10.1097/ACM.0000000000000842","one_pfv",0,1
"10.1097/ACM.0000000000000846","one_pfv",0,1
"10.1097/ACM.0000000000000857","one_pfv",0,1
"10.1097/ACM.0000000000000860","one_pfv",0,1
"10.1097/ACM.0000000000000873","one_pfv",0,1
"10.1097/ACM.0000000000000887","one_pfv",1,1
"10.1097/ACM.0000000000000921","one_pfv",0,1
"10.1097/ACM.0000000000000933","one_pfv",0,1
"10.1097/ACM.0000000000000939","one_pfv",2,1
"10.1097/ACM.0000000000000954","one_pfv",0,1
"10.1097/ACM.0000000000000960","one_pfv",1,1
"10.1097/ACM.0000000000000970","one_pfv",0,1
"10.1097/ACM.0000000000000437","seven_pfv",1,1
"10.1097/ACM.0000000000000440","seven_pfv",0,1
"10.1097/ACM.0000000000000449","seven_pfv",2,1
"10.1097/ACM.0000000000000465","seven_pfv",1,1
"10.1097/ACM.0000000000000499","seven_pfv",0,1
"10.1097/ACM.0000000000000506","seven_pfv",0,1
"10.1097/ACM.0000000000000521","seven_pfv",0,1
"10.1097/ACM.0000000000000522","seven_pfv",1,1
"10.1097/ACM.0000000000000524","seven_pfv",1,1
"10.1097/ACM.0000000000000525","seven_pfv",0,1
"10.1097/ACM.0000000000000528","seven_pfv",0,1
"10.1097/ACM.0000000000000529","seven_pfv",0,1
"10.1097/ACM.0000000000000535","seven_pfv",0,1
"10.1097/ACM.0000000000000541","seven_pfv",0,1
"10.1097/ACM.0000000000000543","seven_pfv",0,1
"10.1097/ACM.0000000000000547","seven_pfv",0,1
"10.1097/ACM.0000000000000550","seven_pfv",0,1
"10.1097/ACM.0000000000000551","seven_pfv",0,1
"10.1097/ACM.0000000000000553","seven_pfv",0,1
"10.1097/ACM.0000000000000562","seven_pfv",0,1
"10.1097/ACM.0000000000000564","seven_pfv",3,1
"10.1097/ACM.0000000000000578","seven_pfv",0,1
"10.1097/ACM.0000000000000579","seven_pfv",0,1
"10.1097/ACM.0000000000000581","seven_pfv",2,1
"10.1097/ACM.0000000000000583","seven_pfv",0,1
"10.1097/ACM.0000000000000586","seven_pfv",6,1
"10.1097/ACM.0000000000000588","seven_pfv",1,1
"10.1097/ACM.0000000000000590","seven_pfv",0,1
"10.1097/ACM.0000000000000591","seven_pfv",1,1
"10.1097/ACM.0000000000000592","seven_pfv",6,1
"10.1097/ACM.0000000000000594","seven_pfv",0,1
"10.1097/ACM.0000000000000606","seven_pfv",1,1
"10.1097/ACM.0000000000000610","seven_pfv",1,1
"10.1097/ACM.0000000000000612","seven_pfv",0,1
"10.1097/ACM.0000000000000616","seven_pfv",1,1
"10.1097/ACM.0000000000000617","seven_pfv",0,1
"10.1097/ACM.0000000000000619","seven_pfv",2,1
"10.1097/ACM.0000000000000631","seven_pfv",0,1
"10.1097/ACM.0000000000000632","seven_pfv",0,1
"10.1097/ACM.0000000000000633","seven_pfv",0,1
"10.1097/ACM.0000000000000640","seven_pfv",0,1
"10.1097/ACM.0000000000000646","seven_pfv",5,1
"10.1097/ACM.0000000000000648","seven_pfv",0,1
"10.1097/ACM.0000000000000649","seven_pfv",1,1
"10.1097/ACM.0000000000000650","seven_pfv",0,1
"10.1097/ACM.0000000000000655","seven_pfv",5,1
"10.1097/ACM.0000000000000658","seven_pfv",0,1
"10.1097/ACM.0000000000000661","seven_pfv",7,1
"10.1097/ACM.0000000000000674","seven_pfv",0,1
"10.1097/ACM.0000000000000675","seven_pfv",0,1
"10.1097/ACM.0000000000000679","seven_pfv",1,1
"10.1097/ACM.0000000000000680","seven_pfv",0,1
"10.1097/ACM.0000000000000681","seven_pfv",1,1
"10.1097/ACM.0000000000000683","seven_pfv",1,1
"10.1097/ACM.0000000000000685","seven_pfv",1,1
"10.1097/ACM.0000000000000686","seven_pfv",0,1
"10.1097/ACM.0000000000000701","seven_pfv",0,1
"10.1097/ACM.0000000000000704","seven_pfv",0,1
"10.1097/ACM.0000000000000705","seven_pfv",0,1
"10.1097/ACM.0000000000000714","seven_pfv",0,1
"10.1097/ACM.0000000000000716","seven_pfv",1,1
"10.1097/ACM.0000000000000718","seven_pfv",1,1
"10.1097/ACM.0000000000000719","seven_pfv",4,1
"10.1097/ACM.0000000000000734","seven_pfv",7,1
"10.1097/ACM.0000000000000736","seven_pfv",1,1
"10.1097/ACM.0000000000000755","seven_pfv",0,1
"10.1097/ACM.0000000000000763","seven_pfv",0,1
"10.1097/ACM.0000000000000766","seven_pfv",0,1
"10.1097/ACM.0000000000000768","seven_pfv",0,1
"10.1097/ACM.0000000000000773","seven_pfv",0,1
"10.1097/ACM.0000000000000777","seven_pfv",1,1
"10.1097/ACM.0000000000000779","seven_pfv",4,1
"10.1097/ACM.0000000000000786","seven_pfv",5,1
"10.1097/ACM.0000000000000792","seven_pfv",1,1
"10.1097/ACM.0000000000000794","seven_pfv",0,1
"10.1097/ACM.0000000000000801","seven_pfv",6,1
"10.1097/ACM.0000000000000803","seven_pfv",0,1
"10.1097/ACM.0000000000000806","seven_pfv",0,1
"10.1097/ACM.0000000000000809","seven_pfv",6,1
"10.1097/ACM.0000000000000822","seven_pfv",0,1
